8t5GdcU1IgzaT57YCf7CcA,[0.0]
D2Xe6lClUyo88cZEbbH5Nw,[-1.1988612667089763E-4]
eYllAXueOMTnzikrRYepJQ,[0.0]
QxtvTC-i4kX1raUXCuaxbg,[-0.014329221023948716]
QuytwC8LramTP7QJ-SxFsA,[0.0]
qdFDQXLgADqmWKEdlojM9Q,[0.0]
tH0wF3EPPgAY14lnmK1_Sg,[0.0]
sRw3ywWIAMqJX92twQehXA,[0.0]
bV_xC1dzOhN_y4YEd4h02g,[0.0]
dk7WD3GtJ0W18ryiabDKmw,[0.0]
00pwymtWXSLeVgF9LMwq8Q,[0.0]
gmiNx6RjVBnjoWZy8YlAyQ,[0.0]
Ia12Kdlxp1rlFKc51pR_PQ,[-6.70035116030622E-5]
cdnIzWuIToHpi4-ExZpd4g,[0.0]
KUxWPlt3Y_rq4ncjzFenLA,[0.0]
Ku3ATIQunBSCP6_j6yOKFA,[0.0]
pspVzKkisifVYdpynJz5jg,[-3.891280831709343E-6]
Crm_03CwnI8Gqz98CxT4TA,[-3.472919629098602E-6]
1V7IrugU7E7jSg-E8COE0A,[-7.477121220535975E-5]
QvsNq6x0kQN0cK7emBpAJQ,[0.0]
DIxgItsSI9QwX9H8lVptYg,[0.0]
tvQ6D_bcId7jfSz_8x_MgQ,[-1.9219814407937627E-5]
ZbB_yG9cEda5_n3Q0zQL7Q,[0.0]
7AvcNzA1DNnKZ3IdDxkbqQ,[1.31712994082015E-6]
fl-K_oLD_I5J6h-gLL7FkQ,[-2.830514144896948E-5]
nUAWmCpRPTic1k1lGSWKdQ,[0.0]
9t3P70MYhBKYqbGfcYbC8w,[0.0]
kPkdLzm-WSm6t7ZMji47BA,[3.068557717951836E-5]
PWGIAIXAoh91nayfIOQMTQ,[-3.539789819476215E-7]
0VzICXStfUAG3QCEgLPeAA,[-1.4436628485430965E-4]
B2UL0K675UP8KGiSYVi4GA,[-1.7141514869988842E-6]
pW5PgyIuL8932znvVOekPg,[3.049446732690962E-5]
8CgqRGtuqM0nxt8-dEnnmQ,[-5.15203163693158E-7]
3OE9ybXUayHE56_jasbphA,[-2.083372652928109E-6]
M2a6cwlwMtRx4W4JpbM1kg,[0.0]
V14QSBa-pIGQve52RuXJlA,[0.0]
BO43ZDyJoEue7g7oECfVcg,[0.0]
MqP6qTuc1BVxmx4Nom-Dqw,[1.4320985161872434E-4]
U1_89WxlRg9DjhCDyF368A,[8.674120434403628E-5]
6ANVuBMmpkXpFd5Hzkn4_Q,[0.0]
sYvbHsddj504qdSFL2Fw9A,[0.0]
Zho8ZhtK5JHMlvZQ535TKg,[0.0]
E-5RXu-p98Yt1qKzxeGzAg,[0.0]
pia3ZsRKw0A9O2puJFGXrQ,[6.7989184282730036E-6]
K_NxglvMOK6LeqvHGm0kcA,[1.684463466846918E-5]
Y9DPekDdTsfS894dLLWe8w,[5.926273721554549E-6]
44TWxAa8O4RL3cFH5WbZ3Q,[8.575485212742624E-5]
R5iR3r96_xbjcl029WxpGQ,[0.0]
fWzdJHEs5ifLsXxKHB5jgA,[-3.5924589686457565E-5]
KH9jRi01zb4--E_I9SPg6w,[0.0]
gjzQoi1AkRxYRl8-dFGGPQ,[0.0]
MQp8oh7GOIkVdqFqQxEoYw,[0.0]
7B_UwgkH3U3Me9Wvg3ZPxg,[0.0]
lKVlHpnTpGFPwO1UdruM5w,[0.0]
SERtfNN6HhaMcV28qnTBAQ,[0.0]
Q6qI_1C0q2E-GQCl47mFUQ,[0.0]
j_PL_u4SWW1LoEd2dCu0Iw,[0.0]
1p7PF2WSnR9P_NHkcslp9A,[0.0]
wqwkRiZ4nkygUy2dhRaQnQ,[1.539586895533704E-5]
1NZNZHnGE4-FLZmU6xp3oQ,[0.0]
Fyuotg1ShiQZLtV5Dmjakg,[1.9868306256519033E-5]
uf3kBP8HNgBL3kMu6IIJ7g,[-6.0806032323447E-5]
dEAk-gE-5Q95a7p91gNn8A,[0.0]
hD03alkIFsIyoN2rszpeOw,[-6.649755497217015E-7]
KWLm_h-XmdoT3h-o2bSD2w,[0.0]
Ta7Dx-9tPivoIlXHb1aFwQ,[0.0]
tt7SU4p6YjcvCZGahIUVFA,[0.0]
Cr066pnTj0ioEMZRTHgMOw,[1.3728443101626801E-5]
WSG7tDW8Go6fRBTopPfShA,[0.0]
0BVHJrRS6Cz4Z66bASb4kw,[-9.19403760774369E-6]
0VR7qNhOKCPI0W__-NccEg,[0.0]
zJtw9HxZNZSEGcI6ees5fw,[0.0]
DYPURlmGYXzutAURa2q5JQ,[2.7636208000994484E-5]
6ER9ErfNrS-Banh8E2QpBw,[0.0]
TzpqNdtAZHXuIKf2xS0o2A,[0.0]
URw54F4_FuxU8MR8T_bxpg,[0.0]
qSwzJb2mmi_KbHdZDfiB-w,[0.0]
21OKzzW5jPsdhAa9tt19Cw,[-9.216941764365844E-5]
coseN11tmeRwKzADiYQMqw,[1.6502557466221837E-6]
AUmODvVd42OBJavi8FOJjw,[8.764188369005786E-6]
qcTCKAJEG7hideQ56I-vAg,[-1.5114991751115416E-4]
HROXzPpFobZpYt5IoExgsw,[-9.889501187068604E-5]
i7HQ3FyCbei_4lPkA20PzA,[-6.962692937273823E-5]
DR28nCQgyc4HUFFU3elaQw,[0.0]
ql2ym_7Y5UvjYip2WeIg1A,[-5.040450362268379E-5]
5A7Bd7UB5rBS3_HkiIy-8g,[-3.5915154223834296E-5]
yfhdp42ZkHjk6dcfL3jeaQ,[-6.45278931414015E-5]
1-YLDPAhVKxxLOJ3nT4IOw,[0.0]
UXUMRPkaW22aNV5C7e4Uvw,[0.0]
-n1g9MdeG46v1-gzZ4ldvQ,[0.0]
9R2UXiCt1DgV8Yhm3WX2KA,[-1.8854421226140166E-6]
uX0qfWBvCbXHFIAsMYjmXg,[0.0]
9PliBKLrTGttISgMwD5NDw,[-4.376431506735676E-5]
9lVruzAjnLQ7cFBvJrqMDA,[0.0]
_K2_Yf_ltfhuJ2JGCOs85g,[9.062316385235749E-7]
_ng1XrWNbJZgAsqZlyb7cg,[-9.040625531488302E-6]
wCdzhbJih9fs7r0ojJf8cg,[-1.527287093104398E-4]
uiEKYwYiUT2CsIT5g5yuDQ,[4.659511211605693E-5]
uL-QZ04nkgFWfw4-Z37pGA,[0.0]
z8szgTdn6rATVe1qzH5ANA,[0.0]
RR5tDZ-uXMUp69empqdOAg,[0.0]
o4MPOtwIGXuKJobLt7Ttmg,[-1.1357938139628274E-4]
DN8ophpJ1EgI4BAu6TqCPA,[0.0]
tulZ4luCyjerfp8dWNBNJg,[-3.0438264828434094E-4]
uCkcwxY8AUiPQxRl8bjo6A,[0.0]
j-RIHF7dvd_bcCza3eBe8w,[0.0]
bxQUVVI8LR5RmyTYYJq07A,[0.0]
D9EuS66Ta35RWOqKC0mRPg,[0.0]
i4l5A-oFNVtPNK-NIMcqiQ,[0.0]
gdg2vnLhZDkvzGIc2NKj2w,[0.0]
xArgWa2kWyZjCbHtQ3Zd8g,[0.0]
am--Yda5jenPxDAisoT3-Q,[0.0]
Ko6Mm93G30Du_20qXN5Ujg,[-5.7240519345914744E-5]
r2vAwakuF7qXNtQDuMEFpA,[0.0]
o8SwjAetSS2Ch3D37O7qsA,[-1.5533867819073813E-5]
uhrLcUvavzApO8KzdJhg0A,[0.0]
KVPGEIZb0i5EBYOrlMOziQ,[9.418666012053916E-7]
3Q6azTn4Xz8g2m2OJTQG8Q,[-1.550022093294294E-5]
b7w3uZZSa24htk58ZtfFiA,[0.0]
XarMlmD4QuRgGdoYoKRRSQ,[-9.380916108149347E-6]
A1rAkFxGdQyMxOeaXdVmwQ,[0.0]
-MwAxDEDeWxN2Mj9U0Rzww,[-4.984329167640309E-6]
4eO86WWyUBbsoCro6NrXEQ,[-3.878927734358369E-5]
Tq032toLj_WQY3e7P3aQ8A,[3.528111548659472E-7]
OFxpj3rAMkhu92R-75Ppkw,[4.6695983560756535E-5]
JrTBWai2-Cu8FPJhDJiiLw,[0.0]
ezHbVQA5FTsaSWZUm5X8eA,[-1.2297906976113102E-5]
hZfs4Y_CRlXeQpst1aaE9w,[0.0]
R_gokEMa3jKjZTOdTCl0ow,[0.0]
PIXl4WvAqjl2w9Lj81zXvQ,[0.0]
nC88cvlUf-KWBlM_tLRCYA,[-1.1195540146194735E-4]
CcexolMVOv-VFzOGaIDG7A,[0.0]
3-bDA9n3b0QDZ3QcQ0i04g,[-2.6533524560327892E-5]
E0vt4bpkuR7vGloNH6ygYg,[0.0]
bj1e5ilwMNqaWX0R6F9apg,[-5.526604047343404E-6]
sVeSK69iNUUsMU6tpXzl6Q,[0.0]
Omfn9De37uTGYT2kxoa8_A,[-1.1266571278754739E-4]
eRjcli4nDHRwhByViUz9Ow,[7.160285771425923E-6]
RC24XhaFXlntFlYrYmn_Zg,[-7.413530919133136E-6]
XK9xdcr5bqFb6lbAuPUnlA,[1.338280183694879E-5]
ALs7YhIgVNkF_40aofFqCw,[-4.92695833692447E-5]
jA6fLtwQpiHzJCdsswFgfg,[2.4789708089197976E-4]
RoNx0E0jZMjAhIR3ZdEiGA,[0.0]
UvcH52d-FQ3waD5Z0LmFCQ,[0.0]
7OMD7uqSg6jD7iA1ZgG2Ag,[-3.430937404173639E-4]
owxcYAUca_6K6BAUX4V48w,[0.0]
IjdnFy6mGQeylVGP3qa6dA,[0.0]
